StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q14,Q15,Q16,Q17,Q19,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q38,Q41,Q39,Q40,Q56,Q5_1,Q5_2,Q46_1,Q46_2,Q46_3,Q47_1,Q47_2,Q48,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q14_1,Q23_1,Q24_1,Q25_1,Q26_1,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q55_1,Q55_2,Q55_3,Q55_4,Q55_5,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q2,Q33,Q17,Q8,Q34,Q36,Q42,Q45#1_1,Q45#1_2,Q45#1_3,Q45#1_4,Q45#1_5,Q45#1_6,Q45#1_7,Q45#1_8,Q45#1_9,Q45#2_1,Q45#2_2,Q45#2_3,Q45#2_4,Q45#2_5,Q45#2_6,Q45#2_7,Q45#2_8,Q45#2_9,Q37,validation_code
8/1/19 11:14,8/1/19 11:20,IP Address,97.98.137.74,100,377,TRUE,8/1/19 11:20,R_12fmDWnVH9cYavd,,,,,40.75970459,-96.65419769,anonymous,EN,"I consent, begin the study",23,Bachelor's degree,Private liberal arts college,Social Sciences,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Professor,"Held a full-time job (approximately 35 hours a week) while taking classes,Lived on campus,Voted in a national, state, or local election",Yes,Yes,Liberal,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Having a good education,67913,29283,53583,29283,35514,32,73,52,87,66,,Writer,,,,,,,,,,,,,,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Less than they deserve,"Give them money,Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working part-time (less than 35 hours a week in one or more jobs)",Work part-time,Female,White/Caucasian,"$100,000 - $124,999",,,,Answer 1,Answer 1,,,,Answer 1,,,,Answer 1,,Answer 1,Answer 1,,,"Entry-Level Journalist at Local Newspaper, Electrical Engineer, Janitor, Geologist Research Assistant, and Investment Banker",38
8/1/19 11:30,8/1/19 11:40,IP Address,50.203.255.106,100,579,TRUE,8/1/19 11:40,R_2BgP2CWFyRCWrMK,,,,,42.56829834,-83.38050079,anonymous,EN,"I consent, begin the study",25,Bachelor's degree,Private university,Engineering,Somewhat important,Not important,Very important,Very important,Not important,Somewhat important,Very important,Very important,Somewhat important,Not important,Very important,Very important,Somewhat important,Not important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Parents,"Joined a fraternity or sorority or similar type of social house,Joined a pre-professional or departmental club,Attended a racial/cultural awareness workshop,Had a roommate of a different race/ethnicity,Participated in an unpaid internship,Participated in study abroad,Participated in leadership training",No,Yes,Extremely liberal,Strongly agree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Neutral,Hard work,33154,120216,142857,23450,54178,43,26,16,82,58,,,,,,,,,,My estimate was lower than the actual salary,,,,hard work,,Disagree,Neutral,Strongly agree,Neutral,Agree,What they deserve,Help them find a job,"Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Male,White/Caucasian,"$75,000 - $99,999",,,,,,Answer 1,,,,,,,,,Answer 1,,,,janitor and eletrical engineering,21
8/1/19 11:15,8/1/19 11:42,IP Address,70.32.0.107,100,1643,TRUE,8/1/19 11:42,R_uksMW4qMNVcnZy9,,,,,39.0480957,-77.47280121,anonymous,EN,"I consent, begin the study",25,Professional degree,Public university,Engineering,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Yourself,"Lived off campus,Played club, intramural, or recreational sports,Held a leadership position in an organization,Participated in a paid internship",Yes,Yes,Conservative,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Having well-educated parents,92453,49865,114286,57951,41509,91,47,75,63,61,,,,,,,,,My estimate was equal to the actual salary,,,Associate Reporter with computer tasks,,,,Disagree,Disagree,Disagree,Agree,Agree,Less than they deserve,None of the above because people should help themselves,"Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Male,White/Caucasian,"$30,000 - $59,999",,,,,,Answer 1,,,,,,,,,Answer 1,,,,Entry-level reporter at a local newspaper ,66
8/1/19 11:43,8/1/19 11:46,IP Address,68.1.52.14,100,157,TRUE,8/1/19 11:46,R_2ttxU4x2zRyMdGQ,,,,,30.45939636,-87.20749664,anonymous,EN,"I consent, begin the study",22,Bachelor's degree,Public university,Social Sciences,Somewhat important,Somewhat important,Very important,Not important,Somewhat important,Somewhat important,Very important,Somewhat important,Not important,Somewhat important,Not important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Parents,"Joined a fraternity or sorority or similar type of social house,Had a roommate of a different race/ethnicity,Lived on campus,Played club, intramural, or recreational sports,Participated in a paid internship,Participated in student government",Yes,Yes,Slightly conservative,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Agree,Natural ability,118329,72507,114016,50404,78706,87,72,73,74,86,smart,,,,,,,,,,,,,,,Neutral,Agree,Agree,Neutral,Neutral,Less than they deserve,"Give them food,Help them find a job","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Male,White/Caucasian,"$30,000 - $59,999",,,,,,,,Answer 1,,,,,,,,,Answer 1,,Electrical engineer,79
8/1/19 11:42,8/1/19 11:50,IP Address,67.202.213.1,100,471,TRUE,8/1/19 11:50,R_3KOCvLkgmjk5YVs,,,,,40.74279785,-73.97119904,anonymous,EN,"I consent, begin the study",25,Bachelor's degree,Private liberal arts college,Social Sciences,Very important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Parents,"Joined a fraternity or sorority or similar type of social house,Lived on campus,Lived off campus,Played club, intramural, or recreational sports,Voted in a national, state, or local election,Participated in an unpaid internship,Participated in study abroad",Yes,Yes,Liberal,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Ambition,101617,42857,131806,24528,35849,78,50,87,90,68,,,,school,,,,,,,,,,,,Agree,Agree,Disagree,Agree,Disagree,Less than they deserve,"Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Female,White/Caucasian,"$200,000 - $249,999",,,,,,Answer 1,,,,,,,,,Answer 1,,,,janitor,81
8/1/19 12:04,8/1/19 12:05,IP Address,136.174.10.22,100,14,TRUE,8/1/19 12:05,R_BQDjIFiHf8fm7fz,,,,,28.01730347,-82.74610138,anonymous,EN,"I consent, begin the study",26,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75
8/1/19 12:05,8/1/19 12:11,IP Address,158.222.197.186,100,377,TRUE,8/1/19 12:11,R_2rwP3Mqc7vdnSNO,,,,,40.82310486,-73.95130157,anonymous,EN,"I consent, begin the study",22,Bachelor's degree,Private liberal arts college,Arts,Somewhat important,Very important,Very important,Somewhat important,Very important,Somewhat important,Not important,Very important,Very important,Not important,Not important,Somewhat important,Very important,Very important,Not important,Somewhat important,Somewhat important,Somewhat important,Not important,Yourself,"Attended a racial/cultural awareness workshop,Lived on campus,Held a leadership position in an organization,Voted in a national, state, or local election,Participated in study abroad,Participated in leadership training,Participated in student government",Yes,Yes,Extremely liberal,Disagree,Disagree,Strongly disagree,Strongly agree,Neutral,Agree,Strongly agree,Coming from a wealthy family,29919,15903,50404,20755,20485,51,21,80,36,35,,,,,,,My estimate was lower than the actual salary,,,,,,,,bookish,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Neutral,Less than they deserve,"Give them money,Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working part-time (less than 35 hours a week in one or more jobs)",Work part-time,Male,White/Caucasian,"$75,000 - $99,999",,,,,,Answer 1,,,,,,,,,Answer 1,,,,Investment banker,64
8/1/19 12:06,8/1/19 12:13,IP Address,73.181.157.141,100,391,TRUE,8/1/19 12:13,R_1IAvppKzFExZS93,,,,,47.63000488,-122.2971954,anonymous,EN,"I consent, begin the study",25,Bachelor's degree,Public university,Arts,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Other family members,"Had a roommate of a different race/ethnicity,Lived off campus,Participated in a paid internship",Yes,Yes,Liberal,Neutral,Disagree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Knowing the right people,45822,40431,50674,40162,40162,50,50,52,50,50,,good at communicating,,,,,,,,,,,,,,Strongly agree,Agree,Disagree,Neutral,Neutral,Less than they deserve,"Give them money,Give them food,Help them find a job","Yes, and working part-time (less than 35 hours a week in one or more jobs)",Work part-time,Female,"White/Caucasian,Asian,Other Latina/o/x","$60,000 - $74,999",,,,,,Answer 1,,,,,,,,,Answer 1,,,,Electrical Engineer,82
8/1/19 12:22,8/1/19 12:28,IP Address,73.251.148.185,100,327,TRUE,8/1/19 12:28,R_sjRyiz0zZjRDrXP,,,,,37.542099,-77.91889954,anonymous,EN,"I consent, begin the study",25,Bachelor's degree,Private university,Natural Sciences,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Not important,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Parents,"Lived off campus,Voted in a national, state, or local election,Participated in an unpaid internship",Yes,Yes,Moderate,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Having a good education,65229,45013,88949,34232,42857,64,42,88,19,48,,,,uneducated,,,,,,,,,,,,Neutral,Agree,Neutral,Neutral,Disagree,What they deserve,"Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Male,White/Caucasian,"$200,000 - $249,999",,,,,,Answer 1,,,,,,,,,Answer 1,,,,Electrical engineer,17
8/1/19 12:25,8/1/19 12:41,IP Address,73.74.194.193,100,973,TRUE,8/1/19 12:41,R_1QAckNk2Z5wABP7,,,,,42.31399536,-88.99700165,anonymous,EN,"I consent, begin the study",24,Bachelor's degree,Private university,Humanities and Languages,Somewhat important,Very important,Somewhat important,Very important,Very important,Somewhat important,Not important,Not important,Not important,Somewhat important,Not important,Very important,Somewhat important,Not important,Somewhat important,Not important,Very important,Very important,Somewhat important,Yourself,"Joined a fraternity or sorority or similar type of social house,Lived off campus,Played club, intramural, or recreational sports,Voted in a national, state, or local election",Yes,Yes,Extremely conservative,Agree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Hard work,62534,48518,51213,39892,49596,47,25,20,33,15,,,,,,,My estimate was lower than the actual salary,,,,,,,,Smart,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,What they deserve,Help them find a job,"Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Female,White/Caucasian,"$30,000 - $59,999",,,,,,Answer 1,,,,,,,,,,Answer 1,,,Janitor,80
8/1/19 13:01,8/1/19 13:01,IP Address,172.58.4.49,100,10,TRUE,8/1/19 13:01,R_2zA4S5dNn5Dhqoo,,,,,33.78379822,-84.44550323,anonymous,EN,"I consent, begin the study",26,Professional degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96
8/1/19 12:50,8/1/19 13:05,IP Address,199.116.118.182,100,864,TRUE,8/1/19 13:05,R_yjByrVyByYDZ09H,,,,,37.3881073,-121.8755951,anonymous,EN,"I consent, begin the study",22,Bachelor's degree,Public university,Education,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Parents,"Held a full-time job (approximately 35 hours a week) while taking classes,Attended a racial/cultural awareness workshop,Had a roommate of a different race/ethnicity,Voted in a national, state, or local election,Participated in a paid internship",Unsure,Yes,Extremely conservative,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Hard work,59838,21294,33693,22911,30189,33,10,15,10,15,,,smart,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,What they deserve,None of the above because people should help themselves,"Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Male,"White/Caucasian,Mexican American/Chicana/o/x","$60,000 - $74,999",,,,,,Answer 1,,,,,,,,,Answer 1,,,,Electrical engineer,72
8/1/19 13:03,8/1/19 13:12,IP Address,24.205.11.164,100,485,TRUE,8/1/19 13:12,R_2CvNwrQxCbHeh46,,,,,34.09150696,-118.1306992,anonymous,EN,"I consent, begin the study",21,Bachelor's degree,Public university,Engineering,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Not important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yourself,"Had a roommate of a different race/ethnicity,Lived on campus,Lived off campus,Participated in a paid internship",Unsure,Yes,Liberal,Neutral,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Coming from a wealthy family,70350,49326,69272,28032,50674,50,60,50,61,60,,,,,,,,,,My estimate was lower than the actual salary,,creative,,,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,What they deserve,"Give them money,Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","No, and looking for work",Perform volunteer work,Male,Asian,"$25,000 - $29,999",Answer 1,Answer 1,Answer 1,Answer 1,,,,,,,Answer 1,,,,,,,,Electrical Engineer,40
8/1/19 13:35,8/1/19 13:36,IP Address,103.77.19.77,100,28,TRUE,8/1/19 13:36,R_3O6cL0GRoLGUBrF,,,,,23.72720337,90.40930176,anonymous,EN,"I consent, begin the study",25,Associate's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
8/1/19 13:36,8/1/19 13:40,IP Address,103.77.19.77,100,223,TRUE,8/1/19 13:40,R_pznE1AC74oUaqyd,,,,,23.72720337,90.40930176,anonymous,EN,"I consent, begin the study",25,Bachelor's degree,Private university,Engineering,Not important,Very important,Somewhat important,Not important,Somewhat important,Somewhat important,Very important,Somewhat important,Not important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Not important,Somewhat important,Somewhat important,Very important,Somewhat important,Friends,"Joined a fraternity or sorority or similar type of social house,Had a roommate of a different race/ethnicity",Yes,No,Conservative,Neutral,Strongly agree,Neutral,Agree,Agree,Disagree,Strongly agree,Knowing the right people,33423,89488,41509,86523,59838,39,34,30,60,38,awesome stocking stuffers ,,,,,,,,,,,,,,,Neutral,Strongly agree,Agree,Neutral,Agree,What they deserve,Help them find a job,"Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Male,White/Caucasian,"$30,000 - $59,999",,,,,,Answer 1,,,,,,,,,,Answer 1,,,Engineering ,15
8/1/19 13:48,8/1/19 13:55,IP Address,141.191.20.10,100,397,TRUE,8/1/19 13:55,R_yW99lftyS4MqqZ3,,,,,40.73399353,-74.07119751,anonymous,EN,"I consent, begin the study",25,Bachelor's degree,Private university,Arts,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Not important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Not important,Not important,Somewhat important,Very important,Yourself,"Lived on campus,Lived off campus,Held a leadership position in an organization,Voted in a national, state, or local election,Participated in a paid internship,Participated in leadership training",Unsure,Yes,Slightly liberal,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Hard work,90836,50943,75472,25337,40162,81,61,71,11,41,,,,,,,,,,My estimate was higher than the actual salary,,,White guy,,,Agree,Agree,Neutral,Disagree,Disagree,What they deserve,Expand student loan programs to increase participation in higher education,"Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Female,White/Caucasian,"$60,000 - $74,999",,,,,,,,Answer 1,,,,,Answer 1,,,,,,Electrical engineer,35
8/1/19 14:16,8/1/19 14:16,IP Address,73.32.153.225,100,16,TRUE,8/1/19 14:16,R_2xPPqLOHH9Fs5Gq,,,,,30.00430298,-95.17469788,anonymous,EN,"I consent, begin the study",24,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
8/1/19 14:25,8/1/19 14:41,IP Address,199.247.42.44,100,913,TRUE,8/1/19 14:41,R_5cGFI4l4zBEH4cx,,,,,41.90170288,-87.65630341,anonymous,EN,"I consent, begin the study",24,Bachelor's degree,Private liberal arts college,Business,Somewhat important,Very important,Not important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Not important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Very important,Not important,Somewhat important,Parents,"Lived on campus,Held a leadership position in an organization,Voted in a national, state, or local election,Participated in a paid internship,Participated in leadership training",Yes,Yes,Slightly conservative,Agree,Disagree,Agree,Strongly agree,Agree,Agree,Neutral,Ambition,78437,57412,100809,22372,57143,72,45,19,60,43,,,,,nerd,,,,,,,,,,,Agree,Agree,Neutral,Neutral,Strongly agree,Less than they deserve,Help them find a job,"Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Female,White/Caucasian,"$60,000 - $74,999",,,Answer 1,,,Answer 1,Answer 1,,,,,Answer 1,,,Answer 1,,,,"janitor, investment banker, news reporter, geological assistant, and I cannot recall ughh",1
8/1/19 15:03,8/1/19 15:03,IP Address,104.191.18.164,100,13,TRUE,8/1/19 15:03,R_3n9nnDENFEuy9YM,,,,,38.23449707,-85.72360229,anonymous,EN,"I consent, begin the study",26,Professional degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58
8/1/19 15:39,8/1/19 15:54,IP Address,38.98.224.98,100,946,TRUE,8/1/19 15:54,R_24pWn3oxFnVQoeP,,,,,39.95429993,-75.16570282,anonymous,EN,"I consent, begin the study",22,Bachelor's degree,Public university,Business,Very important,Not important,Not important,Very important,Not important,Very important,Not important,Not important,Not important,Very important,Somewhat important,Very important,Very important,Not important,Very important,Very important,Somewhat important,Very important,Not important,Yourself,"Joined a pre-professional or departmental club,Had a roommate of a different race/ethnicity,Lived on campus,Held a leadership position in an organization,Participated in a paid internship",Yes,Yes,Moderate,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Disagree,Strongly disagree,Ambition,81941,40970,121294,36658,35310,27,68,78,32,45,,,,,,,,My estimate was higher than the actual salary,,,Smart and driven,,,,,Strongly disagree,Disagree,Strongly agree,Neutral,Strongly agree,What they deserve,Help them find a job,"Yes, and working part-time (less than 35 hours a week in one or more jobs)",Work full-time,Female,"White/Caucasian,Black or African American","$100,000 - $124,999",,,,,Answer 1,,,,,,,Answer 1,,,,,,,Investment banker,12
8/1/19 16:18,8/1/19 16:23,IP Address,73.50.3.236,100,310,TRUE,8/1/19 16:23,R_3hsU7rSUKEHL7rU,,,,,41.80490112,-87.89949799,anonymous,EN,"I consent, begin the study",24,Bachelor's degree,Private university,Social Sciences,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Yourself,"Lived off campus,Played club, intramural, or recreational sports,Participated in a paid internship",Unsure,,Slightly liberal,Disagree,Neutral,Neutral,Agree,Agree,Disagree,Strongly disagree,Knowing the right people,74663,60647,88410,35040,40431,81,59,93,37,41,,disciplined,,,,,,,,,,,,,,Agree,Agree,Agree,Strongly agree,Disagree,Less than they deserve,"Help them find a job,Expand student loan programs to increase participation in higher education","No, and looking for work",Stay at home to be with or start a family,Male,White/Caucasian,"$30,000 - $59,999",,,,,Answer 1,,,,,,,,,,Answer 1,,,,electrical engineer,62
8/1/19 16:25,8/1/19 16:32,IP Address,73.252.146.23,100,448,TRUE,8/1/19 16:32,R_3D2w86l3hR2v5Ou,,,,,37.34170532,-121.975296,anonymous,EN,"I consent, begin the study",25,Bachelor's degree,Public university,Social Sciences,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Not important,Very important,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Yourself,"Joined a pre-professional or departmental club,Held a full-time job (approximately 35 hours a week) while taking classes",Unsure,Yes,Liberal,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,Ambition,76011,34771,52022,21294,35849,60,30,50,10,20,,,,,,,My estimate was lower than the actual salary,,,,,,Money,,,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Less than they deserve,"Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Female,"White/Caucasian,Asian","$60,000 - $74,999",,,,,,Answer 1,,,,,,,,,Answer 1,,,,Electrical Engineer,67
8/1/19 17:04,8/1/19 17:08,IP Address,98.214.190.203,100,294,TRUE,8/1/19 17:08,R_31mbatP4gFJDSaA,,,,,40.70339966,-89.41940308,anonymous,EN,"I consent, begin the study",20,Bachelor's degree,Public university,Arts,Somewhat important,Very important,Very important,Not important,Very important,Somewhat important,Very important,Not important,Somewhat important,Not important,Not important,Not important,Very important,Very important,Not important,Not important,Very important,Not important,Very important,Professor,"Attended a racial/cultural awareness workshop,Had a roommate of a different race/ethnicity,Lived on campus,Held a leadership position in an organization,Voted in a national, state, or local election,Participated in a paid internship,Participated in study abroad,Participated in an ethnic/racial student organization",No,Yes,Extremely liberal,Disagree,Strongly disagree,Disagree,Strongly agree,Agree,Agree,Strongly agree,Having a good education,80054,23181,41240,13477,24259,81,30,57,16,20,,Determined,,,,,,,,,,,,,,Strongly agree,Agree,Strongly disagree,Strongly agree,Disagree,Much less than they deserve,"Give them money,Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working part-time (less than 35 hours a week in one or more jobs)",Attend graduate/professional school full-time,Female,Asian,"$60,000 - $74,999",,,Answer 1,,,,,,,,,Answer 1,,,,,,,Janitor at an office building,52
8/1/19 17:18,8/1/19 17:32,IP Address,108.84.236.184,100,825,TRUE,8/1/19 17:32,R_2qFc77gXvYLCO9E,,,,,37.67520142,-120.9465027,anonymous,EN,"I consent, begin the study",24,Bachelor's degree,Public university,Business,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Not important,Very important,Somewhat important,Not important,Somewhat important,Very important,Somewhat important,Not important,Somewhat important,Somewhat important,Yourself,"Held a full-time job (approximately 35 hours a week) while taking classes,Had a roommate of a different race/ethnicity,Lived off campus",Yes,Yes,Liberal,Neutral,Disagree,Agree,Neutral,Disagree,Agree,Disagree,Natural ability,62618,45344,92578,30769,42375,30,76,47,61,84,,,,,,,,,,My estimate was higher than the actual salary,,Writer,,,,Agree,Neutral,Neutral,Strongly agree,Agree,Less than they deserve,"Give them money,Help them find a job","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Male,White/Caucasian,"$30,000 - $59,999",Answer 1,,,,Answer 1,,,,,,,,,,Answer 1,,,,Newspaper reporter,4
8/1/19 18:21,8/1/19 18:21,IP Address,71.198.218.136,100,12,TRUE,8/1/19 18:21,R_0wxdW6jlrE7nicV,,,,,37.03129578,-122.1197968,anonymous,EN,"I consent, begin the study",26,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54
8/1/19 19:32,8/1/19 19:43,IP Address,70.164.118.71,100,661,TRUE,8/1/19 19:43,R_2DSstDWdfFXOLfx,,,,,32.76379395,-117.0699997,anonymous,EN,"I consent, begin the study",23,Bachelor's degree,Public university,Social Sciences,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Not important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Somewhat important,Yourself,"Had a roommate of a different race/ethnicity,Lived on campus,Lived off campus",Unsure,Yes,Liberal,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Ambition,121563,52561,99461,54717,34232,70,20,31,25,4,,,,,,,My estimate was higher than the actual salary,,,,Nerdy,,,,,Agree,Agree,Disagree,Agree,Disagree,Less than they deserve,"Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working part-time (less than 35 hours a week in one or more jobs)",Attend graduate/professional school full-time,Female,Black or African American,"$75,000 - $99,999",,,,,,Answer 1,,,,,,,,Answer 1,,,,,Newspaper reporter,49
8/1/19 20:14,8/1/19 20:17,IP Address,24.251.23.247,100,170,TRUE,8/1/19 20:17,R_29bqfWjHxliQDI4,,,,,33.68190002,-112.0996017,anonymous,EN,"I consent, begin the study",24,Bachelor's degree,Private university,Engineering,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Not important,Very important,Not important,Very important,Very important,Very important,Very important,Very important,,Very important,Not important,Yourself,"Had a roommate of a different race/ethnicity,Played club, intramural, or recreational sports,Played intercollegiate athletics (e.g., NCAA or NAIA-sponsored),Participated in study abroad",Yes,Yes,Slightly conservative,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Ambition,48787,29650,55526,32075,41509,30,21,40,20,35,,,,,,My estimate was lower than the actual salary,,,,,Ambitious,,,,,Agree,Agree,Disagree,Agree,Neutral,Less than they deserve,"Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Male,White/Caucasian,"$75,000 - $99,999",,,,,,Answer 1,,,,,,,,,Answer 1,,,,Electrical Engineer,23
